2014-01-15 21:25:37,440 [Worker-114] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:25:37,456 [Worker-114] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 21:25:58,875 [Worker-124] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:25:58,891 [Worker-124] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 21:25:58,891 [Worker-124] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:25:58,891 [Worker-124] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 21:26:09,391 [Worker-115] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:26:09,407 [Worker-115] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 21:26:09,407 [Worker-115] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:26:09,422 [Worker-115] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 21:26:16,466 [Worker-124] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:26:16,481 [Worker-124] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 21:26:16,481 [Worker-124] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:26:16,497 [Worker-124] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 21:26:22,904 [Worker-120] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:26:22,919 [Worker-120] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 21:26:22,919 [Worker-120] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:26:22,935 [Worker-120] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 21:26:28,091 [Worker-121] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:26:28,107 [Worker-121] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 21:26:28,107 [Worker-121] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:26:28,123 [Worker-121] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 21:38:24,961 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:38:24,976 [Worker-128] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-15 21:38:24,992 [Worker-128] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:38:24,992 [Worker-128] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 21:38:27,070 [Worker-130] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:38:27,070 [Worker-130] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-15 21:38:27,070 [Worker-130] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:38:27,086 [Worker-130] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 21:40:53,362 [Worker-110] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:40:53,378 [Worker-110] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-15 21:40:53,393 [Worker-110] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:40:53,393 [Worker-110] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 21:40:56,441 [Worker-110] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:40:56,456 [Worker-110] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-15 21:40:56,456 [Worker-110] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 21:40:56,472 [Worker-110] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 22:43:18,570 [Worker-136] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 22:43:19,179 [Worker-136] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 22:43:19,195 [Worker-136] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 22:43:19,211 [Worker-136] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 22:45:17,828 [Worker-147] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 22:45:17,845 [Worker-147] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 22:45:17,856 [Worker-147] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 22:45:17,870 [Worker-147] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 22:45:29,958 [Worker-149] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 22:45:29,992 [Worker-149] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 22:45:30,013 [Worker-149] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 22:45:30,033 [Worker-149] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 22:47:19,496 [Worker-145] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 22:47:19,514 [Worker-145] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 22:47:19,526 [Worker-145] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 22:47:19,542 [Worker-145] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:02:51,085 [Worker-141] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:02:51,148 [Worker-141] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 23:02:51,164 [Worker-141] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:02:51,180 [Worker-141] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:03:10,038 [Worker-154] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:03:10,061 [Worker-154] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 23:03:10,077 [Worker-154] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:03:10,094 [Worker-154] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:03:46,528 [Worker-154] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:03:46,545 [Worker-154] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 23:03:46,557 [Worker-154] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:03:46,571 [Worker-154] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:06:18,302 [Worker-159] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:06:18,325 [Worker-159] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-15 23:06:18,338 [Worker-159] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:06:18,354 [Worker-159] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:07:11,392 [Worker-160] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:07:11,409 [Worker-160] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 23:07:11,421 [Worker-160] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:07:11,435 [Worker-160] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:11:34,263 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:11:34,282 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 23:11:34,295 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:11:34,312 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:11:35,403 [Worker-165] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:11:35,418 [Worker-165] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-15 23:11:35,429 [Worker-165] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:11:35,443 [Worker-165] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:11:39,567 [Worker-158] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:11:39,587 [Worker-158] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 23:11:39,602 [Worker-158] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:11:39,619 [Worker-158] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:12:07,364 [Worker-167] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:12:07,385 [Worker-167] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 23:12:07,400 [Worker-167] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:12:07,414 [Worker-167] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:12:18,631 [Worker-161] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:12:18,648 [Worker-161] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 23:12:18,659 [Worker-161] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:12:18,673 [Worker-161] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:12:38,694 [Worker-167] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:12:38,712 [Worker-167] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 23:12:38,724 [Worker-167] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:12:38,740 [Worker-167] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:14:31,149 [Worker-160] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:14:31,167 [Worker-160] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 1 resource
2014-01-15 23:14:31,179 [Worker-160] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:14:31,194 [Worker-160] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:14:32,324 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:14:32,338 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-15 23:14:32,349 [Worker-162] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:14:32,366 [Worker-162] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:15:48,305 [Worker-170] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:15:48,324 [Worker-170] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-15 23:15:48,336 [Worker-170] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:15:48,350 [Worker-170] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:15:49,459 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:15:49,475 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-01-15 23:15:49,489 [Worker-166] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-01-15 23:15:49,505 [Worker-166] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory C:\wks\DynamicFlameWebsite\DynamicFlame\src\test\resources
2014-01-15 23:17:24,528 [Worker-169] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
